"","caption","photo_id","business_id","label"
"128698","","ivqGp2-f5Zb3uKI5rI32VA","NC8Eo3rPaBMd3Ja4FdLnLg","food"
"80500","","iEs1C0LmfXuF1MPBmVFC5Q","MZkP-I91Df4XgmVelGBGng","inside"
"177221","","BlYYG52j3EVHQd2GYaz9IA","o99TYf1ZOVM1j9gWw9vclA","inside"
"147174","","gaPhNPb7e9aRFeFZ4ddZZw","W0ya1E9jp1yB8IFiGxr4fw","food"
"28623","","0msAbcZIxbd0SNScpNaDkg","50-xiTYmE6NERi-yJ6NvHw","food"
"136530","A must try!","H0tQYKlQKiXVVL7D1T4Xfg","O3OH5IEFMPtz7mPKakPZ3Q","food"
"91317","","M_2U1jUInurT2r03f85FmQ","WeKF3N1MK0eJQmZdxPL9pQ","inside"
"41671","","xJiUgqurhF4U6NwKvKzHLg","5idHlOd78PQH93RWIM6KYA","inside"
"65218","","m8k1MGo7u8-5U_1Fy10-Xg","dCUuzw3R2rPqKyN2Zl9zRw","drink"
"122241","Oystermania octobre 2017","1aKfFe1ZvYrqCnJIyQqyLg","ZfbwkAOnMguL_znvv_uJZw","food"
"55965","Under 500 Calories - Chicken & Shrimp Grilled Tostada","ww1J9xpbqr-6PjszLsjO8w","LDMCrFlGIFUN6L-FEFgzWg","food"
"96595","","B2HvohPhm3d1tQGBZwwjhQ","KskYqH1Bi7Z_61pH6Om8pg","food"
"11474","","LMcccYU9Sy6v1phBWAsSEw","vBMAdtlABJ1qb1ryaeOugA","outside"
"14831","These gyro's are perfect!","YiPAj3tj3N2rF6IMlL74nA","3tPemruVItQW12O3tYnsxg","food"
"79882","Dan Dan Noodles","LHMUb-icgECbReOFs1NnPA","Kxop0nGA-BUrwYD4EGhyPA","food"
"151176","","YdmxYPUhEiZ3z2pHI4o5ZA","vaAZBXG2gepDhEKdFHlMnA","outside"
"87651","Rickshaw","uCp2cbQcrC9m4vB_pNzPdw","OPSNdO3LNPMt7qz1MNb42g","inside"
"178564","Sakana Rainnow roll","Q7zvC6JG_h_4hsbP7zeScw","TFKB3U0th0ryO5Nb9Qghtg","food"
"46963","Blondie....Yummy","o_21y39vBDnjZHPxAXSo6g","fP0bm_23cYxVxbdmpghm_g","food"
"19042","","_Hkig2L_6R4fKb6LkLQLhg","iGEvDk6hsizigmXhDKs2Vg","food"
"140733","","I4TauqsN9efII4wnGzfiNg","4g3IsMpBLReHDA5JatpPzw","food"
"83843","Captain & Coke","nvj1ruaDa9ZXAT49-dubmA","OHlWeG019fqPbvYO5ZDEqg","drink"
"186569","","FVWeR4VtUQl_XQrgqJsBWA","6mAyUJE0DI11jH-k7MX80A","food"
"16424","Couscous & Mixed Beans Salad","_LU-RBZZ_Pi5jD71dpUEwQ","6BL92dndWIhhyA7KZ7j9Fw","food"
"8003","","vzXkR_S-uOifGgWVzIQamw","-Ht7HiGBox8lS1Y8IPjO8g","inside"
"111247","","727xrL3aEXXVhGGcmlBjvg","zy6Hzao6lTmuJMZo4BemIg","food"
"173980","1/2 Slab, Collards with Pork, Hush Puppies, Corn Pudding","pHL78cfi-8fqXuRmQ4g80g","v4GMlJIStwPNuO_rHSFuLw","food"
"190245","Ham & Cheese Omelette.","bAgOddVpoZNNP58WZ9VxWw","dubu2kN3Y9EB4uYGFWa0MQ","food"
"182907","","vPQteevGRtowDfQY1l5e1w","QEwiYOst58ieW2GqTpsEag","food"
"23889","Chicken Crepe.","GA9NhbNDflr1AKNfFJf8mA","NI3xvN6p0qhvUkKirbKokA","food"
"117548","","FNKf6eka2cxtzXeVahOL_g","jAjJ0ESnlDzIk7-KJPQKyQ","inside"
"67522","","V_IAfa_Wz5FdQhxWQJuplQ","hihud--QRriCYZw1zZvW4g","food"
"161152","","8SkZLZIEGY2AFGAjZYbU5g","3f0-EXRF0oy6NDsFh9TJKA","food"
"110080","September 2016","m7wb1tms3d1EdhVfCLo-fw","v_yCY6NCwxCPIsNZR80UfQ","food"
"136358","Johnny Brusco's New York Style Pizza","w03D09iezPYIrLiQGS6CBw","SO5H4j7qgWBuZ-53ziXu4A","food"
"43309","","fiNSaiCAq70Z1sTdm93Y5A","uz9waRQ_LAxVi2RDtUdp5Q","outside"
"124236","","_AOxE22-J0HfnKG3mlRLTA","JHj_NvrGZ-hdaaJ0bx8s-g","food"
"12194","","Y9ec24WarU1VMn02LE6ngQ","xVP6vpI-LGJ4Y61gIb4LQA","inside"
"85248","","osmNNDV65LEdCdIgLBwSjQ","IYreMhkT6e02tsbw-Dex5Q","food"
"116465","","mkxp7XzUpam1BAx6kBDqeA","FsCujpVh9Za2Dl5MIYLCxA","food"
"160622","Second try with the dessert. Should be order #parfait","VRPHTjwamv-R6BOxVfzrrw","HxSINQAplSFAn6of-wexcA","drink"
"174072","GBB BURGER Beef patty, New York red onion sauce, miso mustard, old cheddar, on multi-grain","UMLRzXEZ0yaLLpzyvM6Ctw","DX88zzF2uG63hDZavRDJDQ","food"
"105981","Friendly Staff","24q4R23ngDXtrs2mYDZz_A","MSO0kskuBuLeWZmxMem_Aw","inside"
"107520","","Xh1Ua_ijgorQGKNhU7PsAQ","UHMnvEITSspCVWTGRIKRaQ","inside"
"180368","","oiWu234k-T3RlqIV3IJfUw","9AVuEdSl85ZEd49zrdsK5g","drink"
"169951","","uLmZr7ks6iBpDIE4MFSNeg","8glTYTp-ZzR_mlUe7p7HHQ","food"
"150648","","dp7Nn2g80EwGVqzZRvCT5A","hQ7NikMijOLR2jXpMCTUHg","food"
"116093","","2pAh5-HCbWaboyKOf1uZfA","BmBmvI7Icrlo76RVwkiKUQ","food"
"41706","Looks far better than it tastes, unfortunately","8UHkyNB2eMDLhN7pAXyTlg","RGq0qjn2ifmnRWTJ8bfOPw","food"
"58123","","wxPTWpOQb442zzIsD53-qw","JWQNehBs0L__Rw3yo2rRDQ","food"
"61069","New jumbo Spaghetti and meatballs","X6ZL7Wkcq99gpMHdi2jLKg","OVTY-NpcTA7iXbMQmusv3A","food"
"102708","Daily lunch specials","8MOgqD5uom4FwvcuvM7bjw","YNjW13ls0enqM2Lep2cCsQ","menu"
"150526","EGGS BENNY 2 Poached eggs on top of a bed of bacon, avocado, and tomato. Served on fresh toast with Mum's hollandaise sauce","rQGn3XPoYq3Y-ikVSEVorA","GqsxdLPqT9XoJ8LFzxGPcw","food"
"33927","California roll $3.95","kE4A8RNUm2vx4UZNRA4W8g","gx2yPrOJSwF1ApJYdGBWIw","food"
"76682","Broccoli Beef","QwH7oHVvOQVR9-FWVX9e1A","j4nX7yJFULEXXjMKBLwDLw","food"
"197543","","ukN1q7FFDo50vQy2DoMv4A","RESDUcs7fIiihp38-d6_6g","food"
"182116","Legends Sports Bar & Grill, Parma OH www.legendssportsbargrill.com #WeAreLegends #LGND","_vF5ABASzU8PopIWEVnSuQ","z8chEABvJFhge8LeqgtEZA","outside"
"102853","Pepperoni Ranch pizza at Voodoo Pizza, located inside the Boulevard Food Court.","svHJ-iM1o5OPia1nmoTiog","-xX-Vjol_fwWaN2mn1F1wg","food"
"58514","","vATjt6lP6rVArtEmToSBJw","wh44YZa9OCXjV-ziZ6gjNA","food"
"97456","","Cith9pRtj4KlFtvwNL-SCw","5Qoq8cif3nMCQUN-urH8YA","food"
"64871","","ZfK8LCZXdlFlnlyghpZ5Cg","ORp9PRTDtalvEGL19Wco-Q","food"
"83739","Oysters","_ig9La64xMbqMtYK2OHUKA","CfxVkwEJk1NAqgqMSesLzA","food"
"106322","My personal favorite - the The Artichoke Pizza","cc2zuK77l0t0F0uOdR5Urg","E_jLyf_YuGgMP_rw8tvNSA","food"
"188345","","hK_E-m0QMtf-Vk1psv0OqQ","ZmBrHN9UyaCk5JXWstV8mQ","food"
"152825","","TR44eQYs0_3sfv3_3GcwpQ","TKQsft3JbRf3qRkU1eggrA","food"
"38137","the Breakfast Bloody Mary! you need this in you.","FxVrYZHdbNJsTMdkms8dZQ","BCAw9a_kyx2RddRH9tMmKQ","drink"
"156878","McDonald's Big Breakfast: biscuit, scrambled eggs, hot sausage, and hash browns","K9RH2lJcLGr7P4RhmdXbAQ","VahYIkK6nH3jTPrJUfZnlw","food"
"753","","IB45YsZsMuMmiB54e9z2AA","ATMiPNPxN-g1ra7nar5prA","inside"
"3045","Liquid lovin. Saturday session!","lXaWwCyOyzW_TFSNHOc3Gg","G5iz09NiHOtAcxAAcMCXzA","inside"
"59637","Crunchy roll (take out)","6Jl36qFloT170SdWStR6BQ","oJYqV8s_Y5y_mNC-38KELA","food"
"32893","","fOQ2G0bwG1KNPbbrDjch0g","WA7sC64kCRstywm2EgZXEw","inside"
"131121","Banana nut bread!","sUO3WJnHFyu7-uYKlE-nEw","Qc0l8rZ3nvrcERitgxu8XA","food"
"61816","","uXQggwbIcjIntmLnkaKhmw","6DhT7hDn_FTXm3tpqQ6NBw","drink"
"192290","Front","34KfpQ_WpV3yA00-qq81ZQ","XPDzKfrq5uzz4o82eCZI7w","outside"
"158650","Nice open space","2Ws9BpOArTYngLvG--EATg","34VuBMNaG9nJiyqsnoEgPg","outside"
"77713","","6Ihc0jxsOwWqw_TcYIPhrQ","CFtHP-7EXwToDrBSEx_tGA","food"
"92358","Tiger tail donuts!!!! (The ones that look like a tiger tail :)","vE-gUGgsodquQEQybpgW6w","rIRzDHgiPPivvjfySMeGtA","food"
"101255","","_E62xNB6WB99l-32aavMWQ","fL-b760btOaGa85OJ9ut3w","food"
"41028","","0UCJnuIdo_V3B7iB1Bcgyg","6ANVuBMmpkXpFd5Hzkn4_Q","drink"
"13422","","0_v_gSF-eSiqhGrgM308Sg","qR_7AxFKqasD9fiF17152g","food"
"38189","The Priest","CxbB9VttGmsfLMDXnTHGGg","_SuPPi-txNSwbWlu8IQkuQ","food"
"196339","","GAnXIuMX9HgN0aVu9Xi6gw","Qc0l8rZ3nvrcERitgxu8XA","drink"
"112042","","Vk5YpMqzjTKnBFyUNrBNMg","zQmHSe6IOiSNF84m9BVZ8A","inside"
"125395","Rainbow Trout Sandwich with Fries","Ep6T7axUfrFfzyNAIZR3WQ","9-Lipa9HiHL_EAfeDfPq1g","food"
"187647","TONKATSU/PORK KATSU ($10.45, added 16-grains rice for $1.50): The pork was lean, yet tender and juicy. Panko crust had a nice buttery finish","Q_ltxTrANQzRGDJD6OG5vg","ZAuAwz1ijuydn5yL3q3rzA","food"
"178611","","gRDcdyn3lCNyZYmbIAHalA","R_z9LFtqbBB9pANO530w9w","drink"
"144364","","LBS9QtYTBKNS9Tcvl1lUqA","OZVjQy15DdNsSW3bRAL4mw","inside"
"11078","Sign","ZjpFaEDxI1e0B87lXozhHA","UpzKtM6NaCa6arJksV5oeA","outside"
"138978","","aG2BI7ULCVc5UMZEed-ZcA","K7lWdNUhCbcnEvI0NhGewg","inside"
"73063","","MAJ1awjVov2yreGXOANXrA","tB7wE98TiyI7Y89NeMCVww","food"
"144960","Wonderful Waffle","deEXt9co4YgUfFy7sr9jIg","8fFTJBh0RB2EKG53ibiBKw","food"
"41297","","6lhdCbVV0v0j2W9W_9lXBw","J6qWt6XIUmIGFHX5rQJA-w","drink"
"23277","","fneAqdLPBFvtye_TUx7caQ","tJig4o4cZmcpZYOksI2wHQ","food"
"176175","Burrata platter","BuhAugmK4tenNapP9MUqaw","mfaxgldFGcKIPRfgkxxZIQ","food"
"76100","","AERvhh78IwRXMXlZPgssSg","RESDUcs7fIiihp38-d6_6g","inside"
"66962","","UP0D81jZE0iq6Db9TQuLlQ","6pQ1DpZo6zygNc3qTch-iA","inside"
"83488","","c5Wrg35bM8to39d9_y_eDw","-dCXIU25jMzz-nYHayfFfw","food"
"126839","","S7AXXmvtEH8kHD5GqCRyDA","6KtYYZ4ARIVa2Zj2tOcp9g","food"
"145163","","J7Fy3QzR3A71dT01RlarHw","aEtbXqbkf2BnwEVWQ2yjUw","drink"
"173717","","jAa6frNC4WaBjKCXDnCq3g","i6-F6tKIjYRQajVSyjJZOQ","food"
"60897","","9ei7EG9asg-rs6nOafqDvQ","PL3cimEUfNHlenOGSOAdJg","drink"
"100748","","JNNX4qQIE0nX9G-SCbGbdQ","NpRTgLWWVjSiPJzqGsyF3w","inside"
"52937","","vXKPwYJT4OdTGGQKTz6LUQ","fef0DIGxNDY0vKM027sgCg","drink"
"86155","I ordered the cod take out special with 2 pieces of cod and one order of fries and it was too big for its container","Mn2bQ4MdokGEgPJo2VB-oA","XQjcN_irExWzMmglH6Nc9Q","food"
"8321","Kings & Queen's Private Table","90vUycx9ch-q2wVlRPBcYw","SEH79jbg5Q8cCozCnhqMHA","inside"
"180450","","zsZqt0xTpKgFQg71PRARbg","_x6pFYg-ZpGlbfceLTqM9g","food"
"195448","","bEEjPFI8LwfJu__yqZf-5A","IZDGxg1vdlK0-TFQ018-Sg","food"
"33401","","T8YtS8dzq1tbcnQKgHEGpw","Mq1_dvcg5mbeplEmCEoUtQ","outside"
"9686","","3-34yeOXewZl5XTYVGkMNg","826djy6K_9Fp0ptqJ2_Yag","outside"
"145894","","y2nL5NIKxfD1KCwxlXeyvw","r49iBfbnfoK7yt4rdsL_7g","inside"
"143679","","NthbC5w8TgFtPgClTBFBEA","pOEL97ld-FJMKO8Ki8JmYg","inside"
"172789","","JKOhrmadUMELUEZeSVokZA","YQ-I5vGgZJvDlFfqecos7w","food"
"191911","","au_kpH-hMjERlKSrVCfpMw","LVLctMJ018ShlsFkIuYGTg","outside"
"162308","","ZENicFonpUTYL_GZpaE5hQ","4fGGeKlUY3SwqLW4SH_QnQ","inside"
"2254","Posole Rojo","spiFzwmN7YUJIj4CVG9HLA","flE7Sn2JGs0n3SAtaep6Zw","food"
"112151","","6JPK_dD68CnEugr30KpOBw","GkF0aKUFrmVQhDCfWetG3Q","inside"
"117579","Pablo Menu","yVbCdCxdMLPSa5ao98BRyw","5aeOewSy4RiI8sLLWpeNGA","menu"
"62418","","O78KBH4C1nwSfsB8Gx8cEQ","K8ies0ZhtaNFQQh2dCRTYw","drink"
"81547","","liHiB_iUsP6XSv3_LODAYw","q5dP4v79O4hWSbA5e8DPFw","food"
"164386","","1bzFTQ5M5DLB9OMHJk_Dmw","OlhnTiTRAEbG_6nAmwwRCQ","food"
"90770","","V93L7OTS1erF6J7j7XbaWw","fmv6aWk3IJE-gyEr6ZfpTg","food"
"55434","Screaming orgasm tuna sashimi","P67nLgDtOnUqZoFToqZRFA","JJAwT9R6Fp2yyWHtWFA8uQ","food"
"114935","","cp7_S004HhiV7oLycGvN4A","WJsDppnOQnP-GlvHmFNHag","food"
"52894","Storefront photo","Xaf7LbHAcntAxH3jswzmEA","m9ZzN90XEU36YnoPIFzkmA","outside"
"113622","","_PXTsiy8p41ApqmqStf60Q","aNYunG3j5zNJ4F0dQcZMyQ","drink"
"8370","Best eaten with a knife and fork, skip the bread.","TSDkT1Ucb2gbYRy5-zoAnQ","LQFmktF43j2NPncKdNd9mg","food"
"42441","","S7qrkIpkcRNoxbVozZL4xQ","W8xG9Bzk3TPPkBR5jx1pgg","drink"
"135729","","FdOeRWnwAR2FQTXcqLIpKg","NcCl0Awt7dF6PZmFHXWGNw","drink"
"152656","","N2AZtB5dvZOKqJB1qgBRpg","oi5BvNYKud9bGC74XcnwEA","food"
"115098","","V28Qpxi2xpiNbgLRY2E2Yg","3xmfT7l3xNH5LK1dLzfvGw","inside"
"136574","Risotto","WnCdX9HIVzvgm3ZhPDFBgQ","wPF-aYk0RRA3oOOxVnbMTg","food"
"74767","Salted caramel cupcakes","YrA_894dZ7PXvpJLU-o3dw","3tSCyhkRIa7-drYrG5_6uA","food"
"83662","Wedding in the fall at cathedral buffet 2016","mxXy5tmMlifX3Yz33XnH-g","bbjIzNkThJnQ12Aonp00TA","inside"
"37145","","A4TGBK41qhpgqy6k7_5PvQ","v-jYkzOY3W8jgLWm7JhJgA","food"
"48564","chicken souvlaki dinner","ocPttgwZEm15c532HwLiZg","9XHlcci1F1N_W257m6sAZg","food"
"80150","","nQzE7neQjsE0OItK3GM4Dw","lFHaIalYQZLVcopw7fQ23Q","food"
"147697","","jXJKs_fNeLO8pbGwdjjTpA","v_xuLfW7TXBsQctpOuPvQw","food"
"152550","Dinner salad !","XL5sL71tpMEsJHlTtS86Fg","bV2ihh1t3cXa4sRaoGCmQg","food"
"164980","","5cSBkIlEet4N4otEi5ZXGg","2S6p5ICNswz_EdgcZk76qQ","food"
"163902","","b8kQtDnkkYJs6QlO7uCmCA","D6WXf0lB4pfuXZH3P7c5Ow","food"
"58356","Steak Tartare","xnDWBNuRea8Bis0BroZ9Pg","ZncHhvcg6lolKEeeNxHoqw","food"
"117654","@UNDERGROUNDTO @UGLOFT","rXKHvZJSxbxmAvhyVwKoeA","smB040v8xaOPoEe8aQbnJg","inside"
"33972","","yoJW0j7WPLe56ShW3lLYzw","ef_s6veiU05MMK07VNFsSQ","food"
"171130","","NQyhafeZgIcTyuDdEG7vIQ","N0l-6kdgRXEskiGw3ab05A","drink"
"104231","","G5-tF1onSsUGjqpfPb2Msg","skNNzJ0O2IJ8hoeCTuJnvQ","food"
"128333","Click ""Helpful"" if you like my photo.","4dBD4UY0QZayTVxBI23nCQ","wL5yGvlL1zXZ4EPJ8d0hIA","food"
"126261","","BLhIxY1C2ylQqkrXsgRMfg","M6jDeU_3sigyxVnRgHTBDg","food"
"2901","Olympian","3cH0wlNgsx2o-grqOPA47Q","W3glSnEBN3--cPX-2aQkvg","food"
"108305","","DMkeJx5z30tYAi1lTyDKsg","PQER4ba8Q0zqB1G2QiXamQ","food"
"156341","McDonald's Chicken & Fish Menu Items","EgMPPqrkkGo790i9un3xiA","HKSyA7YZplj9i_vIdtwyzg","food"
"128553","","D55GJn4Dtt0VEMoqWJb76A","htVvtLIFftBLqzRISjReDw","food"
"184666","","ogEzrW8PhxIK3HhsizH1yw","BrORoLCE5zVY6ekUb6omNA","food"
"20268","","M6kdVqAKZbR-RZdH3fZ-4w","pHDLRIG2Xu1_1mkGAbyEmw","drink"
"14313","Teresa's Pizza Godfather Sub","74rOM2FM3dgioeITvY0dLw","2vrx6H0pZk9zpvc4gE8c3A","food"
"14973","Yum","1gcw8qhQwv3C3OzvXXKtfg","xkVMIk_Vqh17f48ZQ_6b0w","food"
"44285","","cmljSCNWsc_U9Pj0J2ykTQ","SLS_Ld3nVj91JJGks1yOTQ","food"
"43851","Plunger depressed, dislodging sealing marble into bottle trap","f7uYlF1XF7ECNkaQTbh48A","iI3jcwudiZYMVUeRPy-DwQ","drink"
"89042","","InSTkkGUgaiu3MvymIVEsA","BLgwFGqvAIiG9J2ID47YyA","food"
"62032","Upscale dining","CzjhScIAkA8Ym_HgUYcXPA","EuSQgzvizqRLQSoo6rC1dA","inside"
"56496","","oqhML8V2nJS51sb8cdgiGw","LNsZJP6jZ11e0tDljOLPiQ","food"
"176058","","1Zp0YQWSmHv69reL9ORjqg","Axz55vNN-HHUeXpSOodbeg","inside"
"19864","Pork spicy basil. Thai hot of course!! Super tasty!!!!","qSZkxaHp5V10Zvhab-HhZA","Bj8SEo-9tkOjXIYSub3Wag","food"
"99272","Tofu, Green Lettuce, Red Peppers, Carrots, Sweet Corn, Purple Potatoes, Diced Mangoes, Avocado, Sesame Seeds, lotus chips on brown rice","btlJmmsEJieUKI9HvBM-TA","A6bnXx1see4yZSaVVCVDyw","food"
"140158","OMG Cake Shake Brooklyn Blast I am in food love","Ttt6eblY6PjwX_XFs8KKbw","TmIucPRTngutrjDpC0nXgQ","food"
"159540","","JBEcuLWtDGh6e_shTT8WYA","j1emOWHxrVqmB-5olkdNTA","food"
"82396","Vrolls Vermicelli Noodle","o00l6pFpOYrJ_rYpSBZIvA","b3LBty7f2KJ_pG-neexvXQ","food"
"96088","Smoked chorizo","Rm9Xp3X740HecYBQQlKWfw","Qtu-zIwz4TDUu1U7oxCgHg","food"
"178887","LIGHTLY SCRAMBLED DUCK EGG WITH SHRIMP","3r4iMye9pHZ7_SvbcPhANQ","fh-hCT2esNJEocdBdggWoQ","food"
"196411","","nPpnDk7NeARsDZRZ_ILFLw","QHZw2L6LV1qmExNJbfhIsQ","inside"
"1459","Embury","YGsi4RYvXO1R0QHRl2TQzQ","lPQGg0x8UOAWD_08wZmfgA","inside"
"176034","","BjVaQa6G4GRm3rHefIdoPQ","mTD9IKo7loPg6QTLDcL6YQ","food"
"177124","","RLOI4VSzhILHGE6-M8s-LQ","R_fQGSUQv0L_fRiuua47dw","food"
"56382","","9MgvjaAQvelJR4qhiVjxOw","ghVhlFpNhfBwWDFGSlt2JA","food"
"19241","Bacon Wrapped Cherry Tomatoes - Explosive.","IRYWxdH8WXaKyS4cASTHbA","dKqPHZ2VWqMdiAMH1GQJbA","food"
"162834","","vojx5F2A3pJkXhSf9-Z1iA","F44RugAixD4yauHlTGXGug","drink"
"6427","Mirage Grill & Lounge","eLfK6ew3grDx-_gCs8tD8w","pQnGKAjNn6U1HfsdzQOncA","inside"
"195513","","VycPKhDcgwzALjOPApMoKA","rsphFBQf9c7DjIQEnTT8lQ","food"
"194103","Inside","34gYBPTjYoQ5u6ZYQeMsjA","MX2OYa2sS5ys_6AiK-gs3A","inside"
"155296","","ZIBIt_mo-c_JxPE9fYMcMg","nqPuAhbXJWknRzUXSg8K2g","food"
"199896","Apple Cinnamon Gourmet Bagel","2-xma6Prc1xXIgiB7mlbRQ","-JkxHGA3nBASzwYdBDAiow","food"
"152530","Amazing!","KwRA7JWVU2Vy9Pu1Zx4OIw","5JNvfPfd6mcpwNoekzqBow","food"
"81540","","AAoT0zy758FRYv3-BYbl6w","pKG7MMcrotrTwarPfpybjg","food"
"70787","","d_IzVIrG1uo7rKscBBYXoQ","426RL7G7oTyu-f8jFxVRJQ","food"
"104879","Dublin Corned Beef Sandwich","x86Xd8CyIyr06X77Otwg4w","YJ8ljUhLsz6CtT_2ORNFmg","food"
"64227","","NpTcCKs6SGJ0pSKl44C3tw","m7VYGZ0dAPuliuUlxzGIjw","inside"
"88441","Pint of Peroni","sfDMlE5N2KFHFK42BF3Mgw","yrZrnWdBR4pE21vcgv8KHw","drink"
"87071","","fOrJU81jciHhFToo4JqtLA","OgANEur7Bt8YJSd2uSm6yA","food"
"164715","$30 sashimi and sushi platter","i_kIeeDKjCQEQMz2tMMiEQ","A7h3Ry1XEwRHEZ-x2_U9lg","food"
"110240","","UZZZ6IGg8jiTJn9JiTox9w","7m1Oa1VYV98UUuo_6i0EZg","food"
"182199","","8_7lYiRvPWP47y9O3HG_yQ","MVBCWXTDtU8C1Qh5mMNSKA","inside"
"141751","","n3PXZQukjiwBgpe7HGdVUg","Vay9xHwcvu7VRZOddBgn-A","inside"
"108102","","eII1XN29fj-wqkp8udcBIg","HL6ZzGF7V-KDaU0zziHyEA","inside"
"27523","edhochuli 4/19/2014","W3Z5XAyg5x7g7xK3RlXDQA","2f90tMt0SFkwBJ6exobY3Q","inside"
"120184","Choc Covered Strawberries","yNZ-9xtC4S-rFddC6tyVvA","K7lWdNUhCbcnEvI0NhGewg","food"
"1629","","XWiVEYlKEyjixOryRKhYyQ","1CR2ddUcjYYwRd5JLtiRrw","inside"
"124932","","E86nVYL_LZY-8FSbAqc_UQ","QXV3L_QFGj8r6nWX2kS2hA","inside"
"183554","Panago - pepperoni & cheese","Lkf6Ac_c34e6Ke74_EN6oQ","U-GOTlu6eiqjQTGkpmskeQ","food"
"58689","Premium.","G44-eQWW9HARnIe33A5Jaw","eoJfl5vG7X87QhcKb0nt5Q","drink"
"107032","Tempura with mousse tempura sauce and matcha salt.","IlhH1tmjcaAQzUEqGHzrkA","xM37qm9Wbc-hOAS7-Xse7g","food"
"15550","","jxi9AYknSqZCx18HcvGWKw","nYUkk67gpwaREyCPKFhE-g","food"
"70956","","4Bhd1jxJFdeCmcM7YlZpYg","rD32POdIhGN9eR8aUxl-3A","food"
"107125","Steak Sandwich","wJq4brU-7AMA7sOQsqpg-Q","2vQl7sm4oLWrAWtdoSMEaA","food"
"51777","","1GFjEMGLx6I-ob-H0DYnfQ","HTkY1GABYTivk-DKWyrlEw","inside"
"170673","","VkRRoWvHnNTHzadmktM8xg","qXebHbEkDWpc2smeqMxeYQ","food"
"98029","","JhP38-bka4N19c7XvTMsoA","bYfEp3NMskYfEzWL8tVb4w","inside"
"81596","","SmuUBlH3eRvetU1toug0NA","t7yA67hvHrwU_lwVBfRB9g","food"
"46578","","9fuxZej0hnjDDOmBy07myQ","LNsZJP6jZ11e0tDljOLPiQ","food"
"152583","","5uiCzhH2WehxYI8BnkcyMQ","q-zZgXKAQFLEgMp9ZNllgQ","inside"
"5741","I feel like a giant with little desserts!","len2nrEtgD9bjnoYSyLPjA","K7lWdNUhCbcnEvI0NhGewg","food"
"47457","The patio","ZWHzMa6P21QDwN3Vhe08PQ","B4-2wA8Pj8MQK1Ylymypqg","outside"
"56804","PorkWithSauerkraut-?????","2qCFLUqe1AlUwOq11xw_Aw","CPcy22Hd2F7z0EKG66FMRA","inside"
"152676","Cooked oyster.","DqQPPxLO_7KYGb7LODynJA","2wFSVah7gU9ImNuBHwIaDg","food"
"178099","","yUNWqDwUD91Z_sJb_aDGgg","vHz2RLtfUMVRPFmd7VBEHA","food"
"45053","Dry Chili Chicken","g6pKER3BD4ErWH53tSAU0w","k1q9f7aJ2TsoSbeA8Qm1aA","food"
"130699","","IjyGnvWg09j7WpM-1JUEJw","Uh6oNctuJhKhaW4FIbY5Ww","food"
"76253","","ZpR-IT3WSei3FtvlPLt3gA","rcaPajgKOJC2vo_l3xa42A","inside"
"162478","","tn8i6iWz1yqWJOoBHJGLww","tQRcO-C-5gZxxUo9lHbexg","inside"
"109581","Ribs, Sausage, Brisket, Potatoes, Beans, and Beats.","Zeqi-BTeBNR5IQ020N2YGA","cX2Nr_XmGYlMaBW35M0sUg","food"
"21789","","nKXOfWEskSQkadrk6xsevQ","fvCiBVBsoY8ixMJ7Esk33w","food"
"20895","Curry Menu","i8N_8XoVpaddI3fDtf3tgA","6EVBc9kdc3Hd8KZkLVPnGA","menu"
"79942","","lEBRyTKkv9cAZgeRdkZpoA","33Tr0eRki1Yamzleu4GMdw","food"
"65724","","jcGoZ-zXrcXDv0nCTPoUlg","nqTvE7ivdU23oUWdI01tOA","inside"
"170300","","MtVlIVy0Hc1P3tRuQ4rUTg","LBQD0H2109oltJNF1raLWA","food"
"24394","Towering Sashimi Poki...","IpHliSec1bh0O9NKi7MK6g","7sb2FYLS2sejZKxRYF9mtg","food"
"51846","Pasty assortment","E8JdMWKbwn4d9YQqkTso6w","i9D9xPBV0gR1Ja9kbY4NCw","food"
"75218","","95_VuEisTYJnIbH97FvFhg","2weQS-RnoOBhb1KsHKyoSQ","inside"
"153378","The rest of the tables in the dining room","xw9bBUC-ZjwsOuP-UEX17g","p91DHXkz5o_k825LwQPK9g","inside"
"160488","","nDFeV8qzOP3i0cfTZrK07g","7xn6RDKmCanq2C8Fn-FNgg","inside"
"63527","","2MJvO-P_z31FBcGzorX0CA","whAwdYVty-jSNRhrYT2zHA","inside"
"169393","Crispy Yellowtail Taquitos","YNP8t2znvz_HNul8LjZlRA","pH0BLkL4cbxKzu471VZnuA","food"
"21056","Spaghetti and Meatballs","Vn1Rd7jl-WV7cmUSXUKxlQ","lAR6Lj6-zBxQNqflZt0zTQ","food"
"121927","fried corn kernals","aDcMmOkSMeUSw0ktYF0AEw","dHszFOyOkBBOwQaZgg7Vhw","food"
"20292","","ebAO3cu4fd7_ynb_34dnHA","-qb_3LLSnBcHA6zc8NRSxQ","food"
"34695","","Ha1C9_4AoE3B6dr_YLOqtQ","Wnq5to0-jXyh0-_jRZ6VOQ","food"
"24768","","DPz4aUs5gsAEqexfwB841w","MM5Fdfqf87QpTkHIKZNVdg","inside"
"120314","","-nfaZFLUTWx0nci7KiYX7g","r-x3vJHJA57EUVnfLcU1OA","food"
